post_uri,post_url,post_cid,text,createdAt_post,indexedAt_post,embed,likeCount,repostCount,replyCount,did,handle,displayName,followersCount,followsCount,postsCount,createdAt_profile,indexedAt_profile,viewer_muted,viewer_following,viewer_blockedBy,labels,collectedAt,fake_news_label,fake_news_probs
at://did:plc:3pj6u3zlnzjbdd3re4zkfknd/app.bsky.feed.post/3lt5e3xbnsl2d,https://bsky.app/profile/cryptovka-news.bsky.social/post/3lt5e3xbnsl2d,bafyreig3hkfwig6gflkfzqc3lz3srlgtbfijma5wgqrey62gjy6sjzwkte,"US surges ahead in global crypto regulation race! 🇺🇸 Strong legislative action, political focus & ETF inflows put the US in the lead, outpacing EU & UK. While the EU has MiCA, US progress is swift, though state-level fragmentation is a concern. UK takes a ""wait-and-see"" approach. #crypto #regulation",2025-07-04T13:31:43.801256+00:00,2025-07-04T13:31:44.136Z,{},1,0,0,did:plc:3pj6u3zlnzjbdd3re4zkfknd,cryptovka-news.bsky.social,Cryptovka | News | CryptoMarket & Blockchain,0,0,0,2025-05-07T19:17:51.738Z,,False,,False,"""[]""",2025-07-04T13:33:42.383813Z,Vrai,"[0.0026495882775634527, 0.9973504543304443]"
at://did:plc:oxbwjhuyvc4k73v5zqpvf3w7/app.bsky.feed.post/3lt5e3utb5s2n,https://bsky.app/profile/redcyberdragon.net/post/3lt5e3utb5s2n,bafyreif3ghrokbjv2fy2ksmi6ducigodkmfp3z5anaw7je7565ydspzpya,"You have given political cover to a genocide, Israel is starving kids and you support it, resign!",2025-07-04T13:31:41.268113+00:00,2025-07-04T13:31:41.539Z,{},1,0,0,did:plc:oxbwjhuyvc4k73v5zqpvf3w7,redcyberdragon.net,Red,0,0,0,2024-10-22T12:02:06.808Z,,False,,False,"""[]""",2025-07-04T13:33:42.383881Z,Vrai,"[0.23161813616752625, 0.7683818936347961]"
at://did:plc:zelzxgtioiwmq2va7xp3r2fn/app.bsky.feed.post/3lt5e3o6oys2k,https://bsky.app/profile/hrdarsiehistory.bsky.social/post/3lt5e3o6oys2k,bafyreievmogfgnjslhizgudxhwgdzvfcrqbomid5w3ctvkuafloed2ljve,"Any want to see the new cover for my latest book on Anne Boleyn? In it, I review the dangerous political and legal changes that made her own behavior dangerous, leading to Anne’s downfall. #anneboleyn",2025-07-04T13:31:34.354Z,2025-07-04T13:31:38.439Z,"""images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=999755, ref=IpldLink(link='bafkreid4hcfow5zjygdssyv3qbsno2gurjgixb4oonddwgzzvjfn3h37ba'), py_type='blob'), aspect_ratio=AspectRatio(height=2000, width=1517, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""",0,0,0,did:plc:zelzxgtioiwmq2va7xp3r2fn,hrdarsiehistory.bsky.social,,0,0,0,2024-11-17T16:16:56.538Z,,False,,False,"""[]""",2025-07-04T13:33:42.384034Z,Faux,"[0.8193268179893494, 0.18067316710948944]"
at://did:plc:zcmfkybw6awkpomefzrabalk/app.bsky.feed.post/3lt5e3n2fuk25,https://bsky.app/profile/stidmatt.bsky.social/post/3lt5e3n2fuk25,bafyreidlmhgzkftm2qg4zllqvqleufkjnqwbcfm3a6jy36mktwkrspusgu,Thank you for sending shells to Ukraine. I hope this is just the beginning of the European Union and especially France replacing the American military in the defense of Europe. I think France is the country with the political will and resources to end this war by themselves.,2025-07-04T13:31:33.171Z,2025-07-04T13:31:33.943Z,{},0,0,0,did:plc:zcmfkybw6awkpomefzrabalk,stidmatt.bsky.social,,0,0,0,2024-04-15T18:57:43.699Z,,False,,False,"""[]""",2025-07-04T13:33:42.384101Z,Faux,"[0.9755447506904602, 0.02445523999631405]"
at://did:plc:ufhrbtqli4k6uo7fmv3ib56w/app.bsky.feed.post/3lt5e3ag3d42l,https://bsky.app/profile/thestarmy-poster.bsky.social/post/3lt5e3ag3d42l,bafyreigndi3i556v4beeghidd2irawv3fybxzckyzeliylfvr4ppjr4nru,Former UK Labour leader Jeremy Corbyn in talks to start new political party - https://www.thestar.com.my/news/world/2025/07/04/former-uk-labour-leader-jeremy-corbyn-in-talks-to-start-new-political-party,2025-07-04T13:31:19.842Z,2025-07-04T13:31:20.641Z,"""external=External(description='LONDON (Reuters) -The former Labour leader Jeremy Corbyn announced on Friday he was in talks to start a new political party because Prime Minister Keir Starmer\\'s government had \""refused to deliver the change\"" that voters expected during its first year in office.', title='Former UK Labour leader Jeremy Corbyn in talks to start new political party', uri='https://www.thestar.com.my/news/world/2025/07/04/former-uk-labour-leader-jeremy-corbyn-in-talks-to-start-new-political-party', thumb=BlobRef(mime_type='image/jpeg', size=70069, ref=IpldLink(link='bafkreiglo2nqpj7qdklsxe7afz6wuj2hvngsntciirswl262aqot5oa7ei'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:ufhrbtqli4k6uo7fmv3ib56w,thestarmy-poster.bsky.social,The Star (Unofficial),0,0,0,2024-09-13T07:31:44.507Z,,False,,False,"""[]""",2025-07-04T13:33:42.384229Z,Vrai,"[0.0011261200997978449, 0.9988738894462585]"
at://did:plc:nha4spv3om6bp274j4a3z7gq/app.bsky.feed.post/3lt5e366aks2z,https://bsky.app/profile/altusfs.altgov.info/post/3lt5e366aks2z,bafyreidarenmkyoi246oumil3vvu7eo4ymb4uy4xtqfiejjegpwskmjpce,"I’ve considered that, and I’ve concluded there’s not another way.  We’re in a political Cold War- our opponent is not only using fighter jets— but is doing this work full time.   If we don’t use AI to fight back, it’s like dispatching propeller planes against a modern Air Force.",2025-07-04T13:31:17.567Z,2025-07-04T13:31:19.635Z,{},0,0,0,did:plc:nha4spv3om6bp274j4a3z7gq,altusfs.altgov.info,Alt US Forest Service,0,0,0,2025-02-04T22:30:40.446Z,,False,,False,"""[]""",2025-07-04T13:33:42.384296Z,Vrai,"[0.006228876765817404, 0.9937711358070374]"
at://did:plc:faikyucyq4izystp5woeavcw/app.bsky.feed.post/3lt5e2y2vlk2f,https://bsky.app/profile/cdlassociates.bsky.social/post/3lt5e2y2vlk2f,bafyreid5jjle2jwseodygg5bv2wssvrx6krgibtiwlmej2cd67dodbwgau,"China fears the USA would shift its focus to Beijing? Wrong assessment, if true at all. Defeat of Russia would lead to severe prolonged political-economic crisis, it will cease to be important market for Chinese exporters. That's what China fears. (Despite many benefits for China as well.)",2025-07-04T13:31:11.151Z,2025-07-04T13:31:13.339Z,"""record=Main(cid='bafyreie2dzca7inkdfes2wptg2aymtchgvkmntyay37u4iikxlqxzncohm', uri='at://did:plc:miwyf5eoyo33nj2y4gzilfc5/app.bsky.feed.post/3lt4yb2pyjs2n', py_type='com.atproto.repo.strongRef') py_type='app.bsky.embed.record'""",0,0,0,did:plc:faikyucyq4izystp5woeavcw,cdlassociates.bsky.social,CDL Associates,0,0,0,2024-11-13T12:05:01.291Z,,False,,False,"""[]""",2025-07-04T13:33:42.384395Z,Vrai,"[0.003684523981064558, 0.9963155388832092]"
at://did:plc:sxxmkofkpkj55kucegedp3ua/app.bsky.feed.post/3lt5e2prigc2q,https://bsky.app/profile/michubacca.bsky.social/post/3lt5e2prigc2q,bafyreifqs55vrxhxrvgsjhsq65uklnmat4lskksulfdalfpmf27mprjq4a,Would love for something to come out of this. My main gripe with Corbyn was his indecisiveness with his political campaign on the EU Referendum. Hope he's learned some valuable lessons from when he was Labour leader. A new party like this could have promising potential.,2025-07-04T13:31:02.465Z,2025-07-04T13:31:05.360Z,"""record=Main(cid='bafyreif6jxcxfulkly2fjd5s76rx3o7rpkt3d7dgqgr3ap4bkuhxg5p4x4', uri='at://did:plc:tshrll7hb5scyeg4m6nitxtr/app.bsky.feed.post/3lt5c6uez2c2j', py_type='com.atproto.repo.strongRef') py_type='app.bsky.embed.record'""",0,0,0,did:plc:sxxmkofkpkj55kucegedp3ua,michubacca.bsky.social,Chris L,0,0,0,2023-07-23T20:21:24.615Z,,False,,False,"""[]""",2025-07-04T13:33:42.384486Z,Vrai,"[0.0012885788455605507, 0.9987114667892456]"
at://did:plc:nxgapdj2fnk3hzx4wfd25f6h/app.bsky.feed.post/3lt5e252ekc2a,https://bsky.app/profile/zachap.bsky.social/post/3lt5e252ekc2a,bafyreid6hcl3yhuwffevrlrtjbrbuh3aw6iwsqbxeyclesz6pirldmbwcy,"Twitch isn’t just for sweaty FPS lobbies or creator beef. It’s a place for real-time education: philosophy deep dives, tech explainers, political theory, history lessons, economic myths busted live. Let’s build knowledge, not just watch rage bait. #Twitch #Education #Streaming",2025-07-04T13:30:42.823Z,2025-07-04T13:30:52.042Z,"""images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=913248, ref=IpldLink(link='bafkreibwu4szukqlqxynvgsdqxa7rkpdetzoutnmumrkcxyjnt3zso2qoe'), py_type='blob'), aspect_ratio=AspectRatio(height=1536, width=1024, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""",1,1,0,did:plc:nxgapdj2fnk3hzx4wfd25f6h,zachap.bsky.social,Zachap,0,0,0,2023-07-07T21:24:54.504Z,,False,,False,"""[]""",2025-07-04T13:33:42.384613Z,Vrai,"[0.002519110683351755, 0.9974809288978577]"
at://did:plc:akayrz5opj5qjooc5i6snmnc/app.bsky.feed.post/3lt5dzs2skc2z,https://bsky.app/profile/katiebbsky.bsky.social/post/3lt5dzs2skc2z,bafyreibryu25hws4gum3uk6exlqj4ktedpaysdi2cbrhbh5zd3u6vtbwgy,"""Misleading voters with a false promise"" is his entire political career in a nutshell.￼",2025-07-04T13:30:31.318Z,2025-07-04T13:30:31.940Z,{},0,0,0,did:plc:akayrz5opj5qjooc5i6snmnc,katiebbsky.bsky.social,Katie B ❌,0,0,0,2025-01-25T15:24:06.643Z,,False,,False,"""[]""",2025-07-04T13:33:42.384677Z,Faux,"[0.9977858066558838, 0.0022141796071082354]"
at://did:plc:v5kqrzo5sf65rov4k5noso32/app.bsky.feed.post/3lt5dzqcrlc2n,https://bsky.app/profile/llessu.bsky.social/post/3lt5dzqcrlc2n,bafyreigkwu42pfiuwei54s432afsku3javcxicdmhdjfhpg4moegypa2c4,Nope! I just can't swallow propagandized history and false political equivalence for 24 hours.,2025-07-04T13:30:29.481Z,2025-07-04T13:30:30.639Z,{},0,0,0,did:plc:v5kqrzo5sf65rov4k5noso32,llessu.bsky.social,,0,0,0,2025-01-11T15:00:26.443Z,,False,,False,"""[]""",2025-07-04T13:33:42.384740Z,Vrai,"[0.1427411437034607, 0.8572588562965393]"
at://did:plc:vwgirjaause45gwvcxy4gcs4/app.bsky.feed.post/3lt5dzpldlc2s,https://bsky.app/profile/hambonehead.bsky.social/post/3lt5dzpldlc2s,bafyreids4cb635vsi7tyhkslhe3s44txwrri6pvwt65ca2v7ers5r5rwxi,Listening to Mea Culpa (Trump’s Wrath Reaches Beyond The Red Planet   A Conversation With Tom LoBianco): pdst.fm/e/chrt.fm/tr...  I’m joined by veteran political journalist and analyst Tom LoBianco for a blistering deep dive into the unraveling bromance between Trump and Elon Musk.,2025-07-04T13:30:28.713Z,2025-07-04T13:30:29.443Z,"""external=External(description='', title='', uri='https://pdst.fm/e/chrt.fm/track/537745/pscrb.fm/rss/p/arttrk.com/p/MMN23/prfx.byspotify.com/e/claritaspod.com/measure/mgln.ai/e/1058/traffic.megaphone.fm/MTH2866213371.mp3?updated=1751564335', thumb=None, py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:vwgirjaause45gwvcxy4gcs4,hambonehead.bsky.social,hambonehead,0,0,0,2024-11-20T14:00:56.270Z,,False,,False,"""[]""",2025-07-04T13:33:42.384839Z,Vrai,"[0.005152546800673008, 0.9948474168777466]"
at://did:plc:wnfzxavfobjwq2obbe7omdz6/app.bsky.feed.post/3lt5dzyn4222l,https://bsky.app/profile/huberarts.bsky.social/post/3lt5dzyn4222l,bafyreibtmpuoyxrl255cly2hcjmozwckfkqh5bk3rsqeaconit4jyl3axq,"3/ Deportations aren't about 'illegal aliens.' They're about preparing to remove opposition: • Entire voting blocs • Political rivals • Independent media  ICE operates 200+ detention sites. Built to isolate, intimidate, and disappear people from public view.  Not criminals. Scapegoats and opposition",2025-07-04T13:30:26.996Z,2025-07-04T13:31:06.487Z,"""images=[Image(alt='Barbed wire-topped fence near an urban area, photographed from a low angle, suggesting mass detention infrastructure and exclusion.', image=BlobRef(mime_type='image/jpeg', size=985304, ref=IpldLink(link='bafkreic3vkhrau3nobhkxb7u6gyamfawrx2zk2hbs6pziiskhtttpdkq5m'), py_type='blob'), aspect_ratio=AspectRatio(height=1024, width=1024, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""",0,0,1,did:plc:wnfzxavfobjwq2obbe7omdz6,huberarts.bsky.social,huberarts,0,0,0,2023-11-12T16:03:00.473Z,,False,,False,"""[]""",2025-07-04T13:33:42.384971Z,Vrai,"[0.002122839679941535, 0.9978771209716797]"
at://did:plc:afrj5ewhb4s4s5yei7ykxqop/app.bsky.feed.post/3lt5dzdnwis2y,https://bsky.app/profile/ipm.bsky.social/post/3lt5dzdnwis2y,bafyreife5m4iqtmn3quk6utmvrgiiolm4njcfeaq7ldi3ronmj7la37ize,"That’s what the concentration camps are for people need to wake up! The pictures below are from Dachau Concentration Camp in Germany, the first camp Hitler built Initially it detained, tortured slaughtered immigrants, political opponents, disabled and the poor, before they started rounding up Jews.",2025-07-04T13:30:16.204Z,2025-07-04T13:30:20.538Z,"""images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=554557, ref=IpldLink(link='bafkreidal3k5ohxegx74l3ekcne7wqoga72zpr5ry3u4ulkeizznwwju6q'), py_type='blob'), aspect_ratio=AspectRatio(height=1999, width=1500, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=995565, ref=IpldLink(link='bafkreihprrrmhqkh54fewtnsma4yip5l3ptpfmymzdsk3c45zg2atdlyia'), py_type='blob'), aspect_ratio=AspectRatio(height=2000, width=1500, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=962421, ref=IpldLink(link='bafkreien5rsff6a33iqrgr74umz47kwycrew7wi7x53ot3sfweea4pjtme'), py_type='blob'), aspect_ratio=AspectRatio(height=1999, width=1500, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""",0,0,0,did:plc:afrj5ewhb4s4s5yei7ykxqop,ipm.bsky.social,Kiki 🌊🌊,0,0,0,2023-08-30T04:54:53.760Z,,False,,False,"""[]""",2025-07-04T13:33:42.385170Z,Vrai,"[0.02605646662414074, 0.9739435315132141]"
