post_uri,post_url,post_cid,text,createdAt_post,indexedAt_post,embed,likeCount,repostCount,replyCount,did,handle,displayName,followersCount,followsCount,postsCount,createdAt_profile,indexedAt_profile,viewer_muted,viewer_following,viewer_blockedBy,labels,collectedAt,fake_news_label,fake_news_probs,emotions_raw,top_emotion,reliability_score,reliability_text
at://did:plc:tq7zh6b5uggrvnioqbofzfn4/app.bsky.feed.post/3lt4xppc6ss2k,https://bsky.app/profile/gennerveevy.bsky.social/post/3lt4xppc6ss2k,bafyreic7f4c53b2ei5wv5bu3nhhah7nqrx27k72yyxipoca7ohzf6dozzq,"The trailers felt misleading. Most of that was in the last 15 minutes. To be fair, it’s a scene-setting movie introducing a new team. Julia-Louis Dreyfus was a very good ‘political animal’ character.❤️",2025-07-04T09:50:00.792Z,2025-07-04T09:50:08.821Z,{},0,0,0,did:plc:tq7zh6b5uggrvnioqbofzfn4,gennerveevy.bsky.social,Geneviève Doyle,0,0,0,2023-04-15T09:16:42.686Z,,False,,False,"""[]""",2025-07-04T10:10:31.652235Z,Vrai,"[0.0024710502475500107, 0.9975289702415466]","[{""label"": ""admiration"", ""score"": 0.400772362947464}, {""label"": ""amusement"", ""score"": 0.002870684489607811}, {""label"": ""anger"", ""score"": 0.010007767006754875}, {""label"": ""annoyance"", ""score"": 0.1067773625254631}, {""label"": ""approval"", ""score"": 0.12414099276065826}, {""label"": ""caring"", ""score"": 0.0026291708927601576}, {""label"": ""confusion"", ""score"": 0.005908135790377855}, {""label"": ""curiosity"", ""score"": 0.0014824549434706569}, {""label"": ""desire"", ""score"": 0.0022285818122327328}, {""label"": ""disappointment"", ""score"": 0.42642083764076233}, {""label"": ""disapproval"", ""score"": 0.10614537447690964}, {""label"": ""disgust"", ""score"": 0.014789587818086147}, {""label"": ""embarrassment"", ""score"": 0.010010938160121441}, {""label"": ""excitement"", ""score"": 0.0011507566086947918}, {""label"": ""fear"", ""score"": 0.001073766965419054}, {""label"": ""gratitude"", ""score"": 0.0034362711012363434}, {""label"": ""grief"", ""score"": 0.0020151513163000345}, {""label"": ""joy"", ""score"": 0.001747930538840592}, {""label"": ""love"", ""score"": 0.04234836623072624}, {""label"": ""nervousness"", ""score"": 0.0013549977447837591}, {""label"": ""optimism"", ""score"": 0.015086106024682522}, {""label"": ""pride"", ""score"": 0.004499281756579876}, {""label"": ""realization"", ""score"": 0.0964764878153801}, {""label"": ""relief"", ""score"": 0.0027816258370876312}, {""label"": ""remorse"", ""score"": 0.005183881614357233}, {""label"": ""sadness"", ""score"": 0.016355203464627266}, {""label"": ""surprise"", ""score"": 0.003974179271608591}, {""label"": ""neutral"", ""score"": 0.07391094416379929}]",disappointment,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:moyewwew4ilieniew4vvyuyy/app.bsky.feed.post/3lt4xpaswls2w,https://bsky.app/profile/chrisheart.bsky.social/post/3lt4xpaswls2w,bafyreigc62eax7nztn6wmuxfnbd7curyqmxitdoc7gphf5krtxf6osmseq,Kill another green law? The EU wants to continue protecting polluters spreading greenwashing lies. Finally political momentum is on our side to stop this. Sign to demand the anti-greenwashing law. action.wemove.eu/sign/2025-07...,2025-07-04T09:49:52.788Z,2025-07-04T09:49:55.939Z,"""external=External(description='Kill another green law? The EU wants to continue protecting polluters spreading greenwashing lies. Finally political momentum is on our side to stop this. Sign to demand the anti-greenwashing law.', title='No more \u201cgreen\u201d lies! Don\u2019t let the EU kill the anti-greenwashing law.', uri='https://action.wemove.eu/sign/2025-07-antigreenwashing-directive-petition-EN?variation=119&akid=s6344301..b16ihA', thumb=BlobRef(mime_type='image/jpeg', size=847141, ref=IpldLink(link='bafkreiepvr75p6ii4gq2sco4fsj4xkwrdhcseqgipijpvfxyh7kiavrgta'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:moyewwew4ilieniew4vvyuyy,chrisheart.bsky.social,Chris,0,0,0,2024-11-20T12:52:05.370Z,,False,,False,"""[]""",2025-07-04T10:10:31.652362Z,Vrai,"[0.0394713468849659, 0.9605286717414856]","[{""label"": ""admiration"", ""score"": 0.0016839979216456413}, {""label"": ""amusement"", ""score"": 0.0004929915885441005}, {""label"": ""anger"", ""score"": 0.002944828011095524}, {""label"": ""annoyance"", ""score"": 0.018479641526937485}, {""label"": ""approval"", ""score"": 0.1468077301979065}, {""label"": ""caring"", ""score"": 0.0038647360634058714}, {""label"": ""confusion"", ""score"": 0.03288692981004715}, {""label"": ""curiosity"", ""score"": 0.0952862799167633}, {""label"": ""desire"", ""score"": 0.012852080166339874}, {""label"": ""disappointment"", ""score"": 0.004153320100158453}, {""label"": ""disapproval"", ""score"": 0.012715266086161137}, {""label"": ""disgust"", ""score"": 0.001028468948788941}, {""label"": ""embarrassment"", ""score"": 0.00031061909976415336}, {""label"": ""excitement"", ""score"": 0.0015789128374308348}, {""label"": ""fear"", ""score"": 0.0007361075258813798}, {""label"": ""gratitude"", ""score"": 0.0002150461805285886}, {""label"": ""grief"", ""score"": 0.00022939361224416643}, {""label"": ""joy"", ""score"": 0.0006083790794946253}, {""label"": ""love"", ""score"": 0.0009232826996594667}, {""label"": ""nervousness"", ""score"": 0.0004140225937590003}, {""label"": ""optimism"", ""score"": 0.018010180443525314}, {""label"": ""pride"", ""score"": 0.0001908539270516485}, {""label"": ""realization"", ""score"": 0.010561616159975529}, {""label"": ""relief"", ""score"": 0.0003708678123075515}, {""label"": ""remorse"", ""score"": 0.00024312899040523916}, {""label"": ""sadness"", ""score"": 0.0009736286010593176}, {""label"": ""surprise"", ""score"": 0.0009408761980012059}, {""label"": ""neutral"", ""score"": 0.6617394685745239}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:mmynpqczgor2jre3belx6rcs/app.bsky.feed.post/3lt4xopahl22f,https://bsky.app/profile/relfyoftheboro.bsky.social/post/3lt4xopahl22f,bafyreia32tgd6x6qpykcxojcfr2j4ttfmu6lewojwtjo7mjclnfy3x5uei,You've pretty much described all political reporting in this country Vic. Its all a big pantomime to these hacks. None of the changes impact them or their peers so it's reported like some Shakespearian drama. Rather than the reality that some people will likely die as a result of the reforms.,2025-07-04T09:49:34.356Z,2025-07-04T09:49:32.635Z,{},0,0,1,did:plc:mmynpqczgor2jre3belx6rcs,relfyoftheboro.bsky.social,Paul Relf 🖖🏻,0,0,0,2023-09-20T09:11:08.851Z,,False,,False,"""[]""",2025-07-04T10:10:31.652422Z,Vrai,"[0.006478379480540752, 0.9935216307640076]","[{""label"": ""admiration"", ""score"": 0.009551480412483215}, {""label"": ""amusement"", ""score"": 0.0006685213884338737}, {""label"": ""anger"", ""score"": 0.0007337259594351053}, {""label"": ""annoyance"", ""score"": 0.008556392975151539}, {""label"": ""approval"", ""score"": 0.24465949833393097}, {""label"": ""caring"", ""score"": 0.0013885906664654613}, {""label"": ""confusion"", ""score"": 0.002360723912715912}, {""label"": ""curiosity"", ""score"": 0.0006542241899296641}, {""label"": ""desire"", ""score"": 0.001090344274416566}, {""label"": ""disappointment"", ""score"": 0.011615035124123096}, {""label"": ""disapproval"", ""score"": 0.020460868254303932}, {""label"": ""disgust"", ""score"": 0.0014063655398786068}, {""label"": ""embarrassment"", ""score"": 0.0004712370573543012}, {""label"": ""excitement"", ""score"": 0.00042309629498049617}, {""label"": ""fear"", ""score"": 0.0007791693205945194}, {""label"": ""gratitude"", ""score"": 0.0012641497887670994}, {""label"": ""grief"", ""score"": 0.0004090994189027697}, {""label"": ""joy"", ""score"": 0.0005755876773037016}, {""label"": ""love"", ""score"": 0.0009295381023548543}, {""label"": ""nervousness"", ""score"": 0.0003519861784297973}, {""label"": ""optimism"", ""score"": 0.00911069568246603}, {""label"": ""pride"", ""score"": 0.0005124273593537509}, {""label"": ""realization"", ""score"": 0.051203615963459015}, {""label"": ""relief"", ""score"": 0.0010011055273935199}, {""label"": ""remorse"", ""score"": 0.00048134109238162637}, {""label"": ""sadness"", ""score"": 0.0030832141637802124}, {""label"": ""surprise"", ""score"": 0.0005185703048482537}, {""label"": ""neutral"", ""score"": 0.7287707328796387}]",neutral,6.0,Ce tweet a un score de fiabilité de 6.0%.
at://did:plc:kvu2rktr7yvet2zjot227sja/app.bsky.feed.post/3lt4xnvaw722u,https://bsky.app/profile/pukolis.bsky.social/post/3lt4xnvaw722u,bafyreidvid2fol2qihekbmqpsiydpwkwkhxxqpncaac5x27mfklh5o6nuu,"If you're suggesting bombing civilian targets that would only be a boon to putin. Ukraine cares about its people, putin only sees them as a resource. If he can catalyze political support by having his people killed by air raids, he'd take that as a opportunity.",2025-07-04T09:49:07.107Z,2025-07-04T09:49:09.838Z,{},0,0,0,did:plc:kvu2rktr7yvet2zjot227sja,pukolis.bsky.social,,0,0,0,2024-12-04T20:19:33.246Z,,False,,False,"""[]""",2025-07-04T10:10:31.652484Z,Vrai,"[0.004384900443255901, 0.9956151247024536]","[{""label"": ""admiration"", ""score"": 0.005537104327231646}, {""label"": ""amusement"", ""score"": 0.0008075583027675748}, {""label"": ""anger"", ""score"": 0.003235343610867858}, {""label"": ""annoyance"", ""score"": 0.01758291944861412}, {""label"": ""approval"", ""score"": 0.0695435181260109}, {""label"": ""caring"", ""score"": 0.3521679937839508}, {""label"": ""confusion"", ""score"": 0.0008682621992193162}, {""label"": ""curiosity"", ""score"": 0.0009260437800548971}, {""label"": ""desire"", ""score"": 0.011116549372673035}, {""label"": ""disappointment"", ""score"": 0.006353652570396662}, {""label"": ""disapproval"", ""score"": 0.01662706770002842}, {""label"": ""disgust"", ""score"": 0.001893852953799069}, {""label"": ""embarrassment"", ""score"": 0.0007155654602684081}, {""label"": ""excitement"", ""score"": 0.0006379951955750585}, {""label"": ""fear"", ""score"": 0.001815318944863975}, {""label"": ""gratitude"", ""score"": 0.0028242263942956924}, {""label"": ""grief"", ""score"": 0.0018220397178083658}, {""label"": ""joy"", ""score"": 0.0019435228314250708}, {""label"": ""love"", ""score"": 0.0033553566318005323}, {""label"": ""nervousness"", ""score"": 0.00162514578551054}, {""label"": ""optimism"", ""score"": 0.013965129852294922}, {""label"": ""pride"", ""score"": 0.0010769724613055587}, {""label"": ""realization"", ""score"": 0.013027121312916279}, {""label"": ""relief"", ""score"": 0.003954041283577681}, {""label"": ""remorse"", ""score"": 0.0031475049909204245}, {""label"": ""sadness"", ""score"": 0.010653747245669365}, {""label"": ""surprise"", ""score"": 0.00023801963834557682}, {""label"": ""neutral"", ""score"": 0.7165839076042175}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:55oreg7wddaaiek7hvibjupw/app.bsky.feed.post/3lt4xnsznwc2e,https://bsky.app/profile/tonyvan.bsky.social/post/3lt4xnsznwc2e,bafyreibi2dmhfpfteemccjrpke3vgwjs5ylxrijmexs6gt7uus2g7lccgi,Kill another green law? The EU wants to continue protecting polluters spreading greenwashing lies. Finally political momentum is on our side to stop this. Sign to demand the anti-greenwashing law. action.wemove.eu/sign/2025-07...,2025-07-04T09:49:04.771Z,2025-07-04T09:49:07.737Z,"""external=External(description='Kill another green law? The EU wants to continue protecting polluters spreading greenwashing lies. Finally political momentum is on our side to stop this. Sign to demand the anti-greenwashing law.', title='No more \u201cgreen\u201d lies! Don\u2019t let the EU kill the anti-greenwashing law.', uri='https://action.wemove.eu/sign/2025-07-antigreenwashing-directive-petition-EN?akid=s6344292..Qmq1uw', thumb=BlobRef(mime_type='image/jpeg', size=771293, ref=IpldLink(link='bafkreigmjqix6gvjowdabvrvdq4jfawpc5ua3cta3qhmlfkw3hkcj6scty'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",0,0,0,did:plc:55oreg7wddaaiek7hvibjupw,tonyvan.bsky.social,Blueboyo80,0,0,0,2024-08-16T06:35:34.186Z,,False,,False,"""[]""",2025-07-04T10:10:31.652724Z,Vrai,"[0.0394713468849659, 0.9605286717414856]","[{""label"": ""admiration"", ""score"": 0.0016839979216456413}, {""label"": ""amusement"", ""score"": 0.0004929915885441005}, {""label"": ""anger"", ""score"": 0.002944828011095524}, {""label"": ""annoyance"", ""score"": 0.018479641526937485}, {""label"": ""approval"", ""score"": 0.1468077301979065}, {""label"": ""caring"", ""score"": 0.0038647360634058714}, {""label"": ""confusion"", ""score"": 0.03288692981004715}, {""label"": ""curiosity"", ""score"": 0.0952862799167633}, {""label"": ""desire"", ""score"": 0.012852080166339874}, {""label"": ""disappointment"", ""score"": 0.004153320100158453}, {""label"": ""disapproval"", ""score"": 0.012715266086161137}, {""label"": ""disgust"", ""score"": 0.001028468948788941}, {""label"": ""embarrassment"", ""score"": 0.00031061909976415336}, {""label"": ""excitement"", ""score"": 0.0015789128374308348}, {""label"": ""fear"", ""score"": 0.0007361075258813798}, {""label"": ""gratitude"", ""score"": 0.0002150461805285886}, {""label"": ""grief"", ""score"": 0.00022939361224416643}, {""label"": ""joy"", ""score"": 0.0006083790794946253}, {""label"": ""love"", ""score"": 0.0009232826996594667}, {""label"": ""nervousness"", ""score"": 0.0004140225937590003}, {""label"": ""optimism"", ""score"": 0.018010180443525314}, {""label"": ""pride"", ""score"": 0.0001908539270516485}, {""label"": ""realization"", ""score"": 0.010561616159975529}, {""label"": ""relief"", ""score"": 0.0003708678123075515}, {""label"": ""remorse"", ""score"": 0.00024312899040523916}, {""label"": ""sadness"", ""score"": 0.0009736286010593176}, {""label"": ""surprise"", ""score"": 0.0009408761980012059}, {""label"": ""neutral"", ""score"": 0.6617394685745239}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:cwluqfstzkua226lu4w4loj2/app.bsky.feed.post/3lt4xmztab22m,https://bsky.app/profile/goblinfanatic.bsky.social/post/3lt4xmztab22m,bafyreif67uvypuaguxdolhqg4emyvm4pyxnsobkatscop3wzudda237ofi,"Agreed. I don't hate Corbyn, hell I agree with the vast majority of what he says, but he is political poison.",2025-07-04T09:48:38.348Z,2025-07-04T09:48:39.338Z,{},1,0,0,did:plc:cwluqfstzkua226lu4w4loj2,goblinfanatic.bsky.social,,0,0,0,2024-11-13T23:32:56.875Z,,False,,False,"""[]""",2025-07-04T10:10:31.652814Z,Vrai,"[0.0007711451617069542, 0.999228835105896]","[{""label"": ""admiration"", ""score"": 0.030301040038466454}, {""label"": ""amusement"", ""score"": 0.0028871006797999144}, {""label"": ""anger"", ""score"": 0.010346041060984135}, {""label"": ""annoyance"", ""score"": 0.044897183775901794}, {""label"": ""approval"", ""score"": 0.9191933274269104}, {""label"": ""caring"", ""score"": 0.007868200540542603}, {""label"": ""confusion"", ""score"": 0.0034514761064201593}, {""label"": ""curiosity"", ""score"": 0.0032391424756497145}, {""label"": ""desire"", ""score"": 0.0026585019659250975}, {""label"": ""disappointment"", ""score"": 0.0059857722371816635}, {""label"": ""disapproval"", ""score"": 0.027572795748710632}, {""label"": ""disgust"", ""score"": 0.006110591813921928}, {""label"": ""embarrassment"", ""score"": 0.0017024597618728876}, {""label"": ""excitement"", ""score"": 0.0027131258975714445}, {""label"": ""fear"", ""score"": 0.001545167644508183}, {""label"": ""gratitude"", ""score"": 0.004399370867758989}, {""label"": ""grief"", ""score"": 0.000618515070527792}, {""label"": ""joy"", ""score"": 0.005018104333430529}, {""label"": ""love"", ""score"": 0.009364104829728603}, {""label"": ""nervousness"", ""score"": 0.000801631307695061}, {""label"": ""optimism"", ""score"": 0.007357947062700987}, {""label"": ""pride"", ""score"": 0.0021425376180559397}, {""label"": ""realization"", ""score"": 0.01643018051981926}, {""label"": ""relief"", ""score"": 0.003709347452968359}, {""label"": ""remorse"", ""score"": 0.0015000448329374194}, {""label"": ""sadness"", ""score"": 0.0038659116253256798}, {""label"": ""surprise"", ""score"": 0.0006794387591071427}, {""label"": ""neutral"", ""score"": 0.04010290279984474}]",approval,0.36363636363636365,Ce tweet a un score de fiabilité de 0.4%.
at://did:plc:gh6yqcahunolrf7lllw5loqb/app.bsky.feed.post/3lt4xmvwg4k2y,https://bsky.app/profile/anzac69.bsky.social/post/3lt4xmvwg4k2y,bafyreiga2lk24w5kuplhjrmdlsraltira5z6bjf4qc7lnl5hb6keof566q,Tax the super rich! But I suspect that won't happen whilst we are trapped in our rigged 2 party political system; electoral reform NOW! #PRnow Only a Belarusian Dictator and England use the rigged First Past The Post electoral system...,2025-07-04T09:48:34.257Z,2025-07-04T09:48:33.936Z,{},0,0,0,did:plc:gh6yqcahunolrf7lllw5loqb,anzac69.bsky.social,ANZAC,0,0,0,2024-08-12T20:57:10.776Z,,False,,False,"""[]""",2025-07-04T10:10:31.652887Z,Vrai,"[0.007616296876221895, 0.9923837780952454]","[{""label"": ""admiration"", ""score"": 0.000771428516600281}, {""label"": ""amusement"", ""score"": 0.0014388010604307055}, {""label"": ""anger"", ""score"": 0.0022501798812299967}, {""label"": ""annoyance"", ""score"": 0.036273591220378876}, {""label"": ""approval"", ""score"": 0.05679372698068619}, {""label"": ""caring"", ""score"": 0.0019142337841913104}, {""label"": ""confusion"", ""score"": 0.03240843489766121}, {""label"": ""curiosity"", ""score"": 0.002126345643773675}, {""label"": ""desire"", ""score"": 0.00426580710336566}, {""label"": ""disappointment"", ""score"": 0.042828936129808426}, {""label"": ""disapproval"", ""score"": 0.30713939666748047}, {""label"": ""disgust"", ""score"": 0.001964423106983304}, {""label"": ""embarrassment"", ""score"": 0.001679430017247796}, {""label"": ""excitement"", ""score"": 0.0007692391518503428}, {""label"": ""fear"", ""score"": 0.0008352473378181458}, {""label"": ""gratitude"", ""score"": 0.0006428315537050366}, {""label"": ""grief"", ""score"": 0.0004083485691808164}, {""label"": ""joy"", ""score"": 0.0011372902663424611}, {""label"": ""love"", ""score"": 0.0008468682644888759}, {""label"": ""nervousness"", ""score"": 0.0007988380966708064}, {""label"": ""optimism"", ""score"": 0.04343720152974129}, {""label"": ""pride"", ""score"": 0.0003386096504982561}, {""label"": ""realization"", ""score"": 0.08141551911830902}, {""label"": ""relief"", ""score"": 0.000967907253652811}, {""label"": ""remorse"", ""score"": 0.0009953504195436835}, {""label"": ""sadness"", ""score"": 0.0025609026197344065}, {""label"": ""surprise"", ""score"": 0.0020362194627523422}, {""label"": ""neutral"", ""score"": 0.6121563911437988}]",neutral,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:ahh2xmmeljrhaq6f6jixc5r7/app.bsky.feed.post/3lt4xkz5zg22m,https://bsky.app/profile/remysmom7.bsky.social/post/3lt4xkz5zg22m,bafyreiapgzupygwfqtzke6ag2wrrhkpjqkuofmk6slipj3zqlqx3iihqoi,"It’s actually not, but I’m not giving her/her heinous behavior any kind of pass. The repugs are collectively deplorable sycophants who ALWAYS kowtow to 47 despite their various feeble protestations to the contrary. They’ve become a political plague destroying democracy in a death of 1,000 cuts.",2025-07-04T09:47:30.544Z,2025-07-04T09:47:32.636Z,{},0,0,0,did:plc:ahh2xmmeljrhaq6f6jixc5r7,remysmom7.bsky.social,Jackie Kerr,0,0,0,2023-07-03T19:38:42.685Z,,False,,False,"""[]""",2025-07-04T10:10:31.653129Z,Vrai,"[0.12020762264728546, 0.879792332649231]","[{""label"": ""admiration"", ""score"": 0.0012907234486192465}, {""label"": ""amusement"", ""score"": 0.001160714658908546}, {""label"": ""anger"", ""score"": 0.055792953819036484}, {""label"": ""annoyance"", ""score"": 0.32731905579566956}, {""label"": ""approval"", ""score"": 0.018830429762601852}, {""label"": ""caring"", ""score"": 0.0018780563259497285}, {""label"": ""confusion"", ""score"": 0.0014591951621696353}, {""label"": ""curiosity"", ""score"": 0.0006252179737202823}, {""label"": ""desire"", ""score"": 0.001378243207000196}, {""label"": ""disappointment"", ""score"": 0.06556477397680283}, {""label"": ""disapproval"", ""score"": 0.3824748396873474}, {""label"": ""disgust"", ""score"": 0.06706196814775467}, {""label"": ""embarrassment"", ""score"": 0.005826236680150032}, {""label"": ""excitement"", ""score"": 0.0005670632817782462}, {""label"": ""fear"", ""score"": 0.0021719587966799736}, {""label"": ""gratitude"", ""score"": 0.001295841415412724}, {""label"": ""grief"", ""score"": 0.0005581052973866463}, {""label"": ""joy"", ""score"": 0.0006486696656793356}, {""label"": ""love"", ""score"": 0.0006627574912272394}, {""label"": ""nervousness"", ""score"": 0.0006888316129334271}, {""label"": ""optimism"", ""score"": 0.002509766723960638}, {""label"": ""pride"", ""score"": 0.000389417284168303}, {""label"": ""realization"", ""score"": 0.010742061771452427}, {""label"": ""relief"", ""score"": 0.0005795534234493971}, {""label"": ""remorse"", ""score"": 0.0011497358791530132}, {""label"": ""sadness"", ""score"": 0.010987031273543835}, {""label"": ""surprise"", ""score"": 0.000800353882368654}, {""label"": ""neutral"", ""score"": 0.1804863065481186}]",disapproval,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:5pcmzdbm4sdzp62vg7g2sc2l/app.bsky.feed.post/3lt4xkoacyc2q,https://bsky.app/profile/hopelesspessimist.bsky.social/post/3lt4xkoacyc2q,bafyreibauedtwwzpvdf5ewprwp7klz3x4xoseoozvevrcmqf6w2e2lhc3m,And? What were HIS personal views and why do we always need to weaponize Crazy people's actions to try to one up the other side?  This is why having political parties is ass and why the founding fathers didnt like them,2025-07-04T09:47:19.085Z,2025-07-04T09:47:20.238Z,{},0,0,0,did:plc:5pcmzdbm4sdzp62vg7g2sc2l,hopelesspessimist.bsky.social,Don't Worryboutit,0,0,0,2025-07-03T21:50:40.934Z,,False,,False,"""[]""",2025-07-04T10:10:31.653320Z,Vrai,"[0.0024749706499278545, 0.9975250363349915]","[{""label"": ""admiration"", ""score"": 0.0016768696950748563}, {""label"": ""amusement"", ""score"": 0.0015953188994899392}, {""label"": ""anger"", ""score"": 0.02175346575677395}, {""label"": ""annoyance"", ""score"": 0.1492435187101364}, {""label"": ""approval"", ""score"": 0.019885314628481865}, {""label"": ""caring"", ""score"": 0.0015411978820338845}, {""label"": ""confusion"", ""score"": 0.23279604315757751}, {""label"": ""curiosity"", ""score"": 0.38487833738327026}, {""label"": ""desire"", ""score"": 0.0011992398649454117}, {""label"": ""disappointment"", ""score"": 0.013262619264423847}, {""label"": ""disapproval"", ""score"": 0.07722986489534378}, {""label"": ""disgust"", ""score"": 0.0075266179628670216}, {""label"": ""embarrassment"", ""score"": 0.0025693962816148996}, {""label"": ""excitement"", ""score"": 0.0009117271983996034}, {""label"": ""fear"", ""score"": 0.0010202198754996061}, {""label"": ""gratitude"", ""score"": 0.0003455268160905689}, {""label"": ""grief"", ""score"": 0.00035013954038731754}, {""label"": ""joy"", ""score"": 0.0005104471347294748}, {""label"": ""love"", ""score"": 0.0008278266759589314}, {""label"": ""nervousness"", ""score"": 0.0006306883879005909}, {""label"": ""optimism"", ""score"": 0.00295223668217659}, {""label"": ""pride"", ""score"": 0.00010099684732267633}, {""label"": ""realization"", ""score"": 0.009530161507427692}, {""label"": ""relief"", ""score"": 0.00018654955783858895}, {""label"": ""remorse"", ""score"": 0.0003411233192309737}, {""label"": ""sadness"", ""score"": 0.0014766929671168327}, {""label"": ""surprise"", ""score"": 0.004493803717195988}, {""label"": ""neutral"", ""score"": 0.35317665338516235}]",curiosity,0.0,Ce tweet a un score de fiabilité de 0.0%.
at://did:plc:oyrjblkkxfjmipuw4j2meqpu/app.bsky.feed.post/3lt4xknfy7k2s,https://bsky.app/profile/frank76.bsky.social/post/3lt4xknfy7k2s,bafyreidrkbltzlxwyvsfmhqsp5i5vpipkhedffryt2kfpvjiila7peyovu,Jeremy Corbyn and Zarah Sultana are co-founding a new political party www.councilestatemedia.uk/p/jeremy-cor...,2025-07-04T09:47:18.223Z,2025-07-04T09:47:23.038Z,"""external=External(description=\""It's about time...\"", title='Jeremy Corbyn and Zarah Sultana are co-founding a new political party', uri='https://www.councilestatemedia.uk/p/jeremy-corbyn-and-zarah-sultana-are?r=1ecank&utm_campaign=post&utm_medium=web&showWelcomeOnShare=false', thumb=BlobRef(mime_type='image/jpeg', size=906916, ref=IpldLink(link='bafkreiegvhav6m7ieopba37bu47pb7o5in3q6n3umlrdr3a6zwcasnoyai'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""",3,1,0,did:plc:oyrjblkkxfjmipuw4j2meqpu,frank76.bsky.social,Frank,0,0,0,2024-02-19T14:22:45.087Z,,False,,False,"""[]""",2025-07-04T10:10:31.653611Z,Vrai,"[0.001301085576415062, 0.9986988306045532]","[{""label"": ""admiration"", ""score"": 0.0038321763277053833}, {""label"": ""amusement"", ""score"": 0.001810267916880548}, {""label"": ""anger"", ""score"": 0.0009021053556352854}, {""label"": ""annoyance"", ""score"": 0.00444429088383913}, {""label"": ""approval"", ""score"": 0.052456606179475784}, {""label"": ""caring"", ""score"": 0.00081780890468508}, {""label"": ""confusion"", ""score"": 0.0020957402884960175}, {""label"": ""curiosity"", ""score"": 0.000896044890396297}, {""label"": ""desire"", ""score"": 0.0008782063378021121}, {""label"": ""disappointment"", ""score"": 0.0026590139605104923}, {""label"": ""disapproval"", ""score"": 0.004390389192849398}, {""label"": ""disgust"", ""score"": 0.0011834122706204653}, {""label"": ""embarrassment"", ""score"": 0.0004595910431817174}, {""label"": ""excitement"", ""score"": 0.0023640908766537905}, {""label"": ""fear"", ""score"": 0.0007780893356539309}, {""label"": ""gratitude"", ""score"": 0.0005076946690678596}, {""label"": ""grief"", ""score"": 0.000270380696747452}, {""label"": ""joy"", ""score"": 0.002780483104288578}, {""label"": ""love"", ""score"": 0.0012998339952901006}, {""label"": ""nervousness"", ""score"": 0.000300268322462216}, {""label"": ""optimism"", ""score"": 0.002355617703869939}, {""label"": ""pride"", ""score"": 0.0004360127786640078}, {""label"": ""realization"", ""score"": 0.014348509721457958}, {""label"": ""relief"", ""score"": 0.0005614670226350427}, {""label"": ""remorse"", ""score"": 0.0003055064589716494}, {""label"": ""sadness"", ""score"": 0.0014386550756171346}, {""label"": ""surprise"", ""score"": 0.0006138187018223107}, {""label"": ""neutral"", ""score"": 0.942708432674408}]",neutral,2.395256916996048,Ce tweet a un score de fiabilité de 2.4%.
