post_uri,post_url,post_cid,text,createdAt_post,indexedAt_post,embed,likeCount,repostCount,replyCount,did,handle,displayName,followersCount,followsCount,postsCount,createdAt_profile,indexedAt_profile,viewer_muted,viewer_following,viewer_blockedBy,labels,collectedAt,fake_news_label,fake_news_probs,emotions_raw,top_emotion
at://did:plc:jzsfowmxbxnaq6wnlguzhpdt/app.bsky.feed.post/3lt5h7gwbck2j,https://bsky.app/profile/cuetheclowns.bsky.social/post/3lt5h7gwbck2j,bafyreihiafcojakkxd5uno3ub474agn4xfwe4qzzsojskmix6qvcmckabi,"3. The GOP would have to do a 180° to show their support for their megalomaniacal leader and keep sucking up to him. 4. He’d piss off all the Republicans who voted FOR his bill, and against the needs of their constituents, making their yes votes an even bigger nail in their political coffins. 3/x",2025-07-04T14:27:22.187Z,2025-07-04T14:27:23.137Z,{},0,0,1,did:plc:jzsfowmxbxnaq6wnlguzhpdt,cuetheclowns.bsky.social,Facts Not Fakes,0,0,0,2024-11-14T23:20:20.535Z,,False,,False,"""[]""",2025-07-04T14:32:58.607497Z,Vrai,"[0.008952674455940723, 0.9910473227500916]","[{""label"": ""admiration"", ""score"": 0.0014380482025444508}, {""label"": ""amusement"", ""score"": 0.001090264762751758}, {""label"": ""anger"", ""score"": 0.029918299987912178}, {""label"": ""annoyance"", ""score"": 0.16063199937343597}, {""label"": ""approval"", ""score"": 0.02491900511085987}, {""label"": ""caring"", ""score"": 0.0023266475182026625}, {""label"": ""confusion"", ""score"": 0.0012925060000270605}, {""label"": ""curiosity"", ""score"": 0.0007653879001736641}, {""label"": ""desire"", ""score"": 0.0011262687621638179}, {""label"": ""disappointment"", ""score"": 0.009311411529779434}, {""label"": ""disapproval"", ""score"": 0.017403708770871162}, {""label"": ""disgust"", ""score"": 0.004843062721192837}, {""label"": ""embarrassment"", ""score"": 0.0011893529444932938}, {""label"": ""excitement"", ""score"": 0.0003715295752044767}, {""label"": ""fear"", ""score"": 0.0005369264399632812}, {""label"": ""gratitude"", ""score"": 0.00042802479583770037}, {""label"": ""grief"", ""score"": 0.0002965205640066415}, {""label"": ""joy"", ""score"": 0.0004744947946164757}, {""label"": ""love"", ""score"": 0.00043235396151430905}, {""label"": ""nervousness"", ""score"": 0.00020844121172558516}, {""label"": ""optimism"", ""score"": 0.0039925952441990376}, {""label"": ""pride"", ""score"": 0.0003250841982662678}, {""label"": ""realization"", ""score"": 0.009206999093294144}, {""label"": ""relief"", ""score"": 0.00025172263849526644}, {""label"": ""remorse"", ""score"": 0.0003549281391315162}, {""label"": ""sadness"", ""score"": 0.001777207711711526}, {""label"": ""surprise"", ""score"": 0.00036768853897228837}, {""label"": ""neutral"", ""score"": 0.840793788433075}]",neutral
at://did:plc:4p52ycymctmgnxuxfoesrcqx/app.bsky.feed.post/3lt5h7edvks2z,https://bsky.app/profile/cloudynatknit.bsky.social/post/3lt5h7edvks2z,bafyreieuk6sbot3qokos5ividjrwyvupofnp7lyzuqezzxtvlufpklo3hi,"I have a few friends that I've been wanting to ask: ""Does my political involvement or outspokenness make you nervous?"" I won't lie I'm a bit frustrated with their avoidance behavior right now.",2025-07-04T14:27:19.486Z,2025-07-04T14:27:21.038Z,{},0,0,0,did:plc:4p52ycymctmgnxuxfoesrcqx,cloudynatknit.bsky.social,Cloudynatknit,0,0,0,2024-11-14T13:06:36.079Z,,False,,False,"""[]""",2025-07-04T14:32:58.607511Z,Vrai,"[0.0032107490114867687, 0.9967893362045288]","[{""label"": ""admiration"", ""score"": 0.0019530607387423515}, {""label"": ""amusement"", ""score"": 0.0008926853188313544}, {""label"": ""anger"", ""score"": 0.046104345470666885}, {""label"": ""annoyance"", ""score"": 0.40679433941841125}, {""label"": ""approval"", ""score"": 0.03899891674518585}, {""label"": ""caring"", ""score"": 0.02087477408349514}, {""label"": ""confusion"", ""score"": 0.03783252835273743}, {""label"": ""curiosity"", ""score"": 0.02120441384613514}, {""label"": ""desire"", ""score"": 0.004579953849315643}, {""label"": ""disappointment"", ""score"": 0.19269807636737823}, {""label"": ""disapproval"", ""score"": 0.0472034253180027}, {""label"": ""disgust"", ""score"": 0.004185955040156841}, {""label"": ""embarrassment"", ""score"": 0.0058156875893473625}, {""label"": ""excitement"", ""score"": 0.00460416916757822}, {""label"": ""fear"", ""score"": 0.011331968009471893}, {""label"": ""gratitude"", ""score"": 0.00041896681068465114}, {""label"": ""grief"", ""score"": 0.0016865194775164127}, {""label"": ""joy"", ""score"": 0.005197423975914717}, {""label"": ""love"", ""score"": 0.0015710442094132304}, {""label"": ""nervousness"", ""score"": 0.07155980169773102}, {""label"": ""optimism"", ""score"": 0.007533085532486439}, {""label"": ""pride"", ""score"": 0.0011618199059739709}, {""label"": ""realization"", ""score"": 0.021597620099782944}, {""label"": ""relief"", ""score"": 0.0032497949432581663}, {""label"": ""remorse"", ""score"": 0.0018360208487138152}, {""label"": ""sadness"", ""score"": 0.025487486273050308}, {""label"": ""surprise"", ""score"": 0.002338279504328966}, {""label"": ""neutral"", ""score"": 0.12400026619434357}]",annoyance
at://did:plc:wjq4dmhf7qi5hw5pyj3c2sav/app.bsky.feed.post/3lt5h7dgbd227,https://bsky.app/profile/bribleck.bsky.social/post/3lt5h7dgbd227,bafyreiduxy2yk4qerzaakydc5wy3lkb7qxs75ubfm54a4gxxjkinafonda,I think the larger problem is that our society has given outsized political power to angry rural whites. There’s a book about it … @paulwaldman.bsky.social,2025-07-04T14:27:18.516Z,2025-07-04T14:27:18.943Z,{},0,0,1,did:plc:wjq4dmhf7qi5hw5pyj3c2sav,bribleck.bsky.social,Bribleck,0,0,0,2023-09-29T15:05:02.339Z,,False,,False,"""[]""",2025-07-04T14:32:58.607526Z,Vrai,"[0.007810906041413546, 0.9921891689300537]","[{""label"": ""admiration"", ""score"": 0.001844513462856412}, {""label"": ""amusement"", ""score"": 0.0011571330251172185}, {""label"": ""anger"", ""score"": 0.012233401648700237}, {""label"": ""annoyance"", ""score"": 0.23484815657138824}, {""label"": ""approval"", ""score"": 0.08493411540985107}, {""label"": ""caring"", ""score"": 0.004088997840881348}, {""label"": ""confusion"", ""score"": 0.003849694272503257}, {""label"": ""curiosity"", ""score"": 0.0012579663889482617}, {""label"": ""desire"", ""score"": 0.007512746378779411}, {""label"": ""disappointment"", ""score"": 0.3098861873149872}, {""label"": ""disapproval"", ""score"": 0.06170262396335602}, {""label"": ""disgust"", ""score"": 0.011320182122290134}, {""label"": ""embarrassment"", ""score"": 0.00940706953406334}, {""label"": ""excitement"", ""score"": 0.0006067313952371478}, {""label"": ""fear"", ""score"": 0.002854094374924898}, {""label"": ""gratitude"", ""score"": 0.0002674874267540872}, {""label"": ""grief"", ""score"": 0.0015902029117569327}, {""label"": ""joy"", ""score"": 0.001413823221810162}, {""label"": ""love"", ""score"": 0.0019193253247067332}, {""label"": ""nervousness"", ""score"": 0.005258472170680761}, {""label"": ""optimism"", ""score"": 0.007487902417778969}, {""label"": ""pride"", ""score"": 0.0010488714324310422}, {""label"": ""realization"", ""score"": 0.10846758633852005}, {""label"": ""relief"", ""score"": 0.0021178980823606253}, {""label"": ""remorse"", ""score"": 0.006296301726251841}, {""label"": ""sadness"", ""score"": 0.06370192766189575}, {""label"": ""surprise"", ""score"": 0.0005884323618374765}, {""label"": ""neutral"", ""score"": 0.24687188863754272}]",disappointment
at://did:plc:6a2okneoqtu2xybeh7lxlcvy/app.bsky.feed.post/3lt5h6zokpk25,https://bsky.app/profile/juanderfuljuans.bsky.social/post/3lt5h6zokpk25,bafyreif67qk7dbu4dctkk7lwzjkqppwojfnio6ujmobhkrb3wg6fria2ny,"Not wanting to receive a constant onslaught of terrible political news via social media does not mean a person is neglecting their responsibilities.  Some of you claim you're ""advocating"", but you do no real world work. You just fucking post. That isn't accomplishing anything.  Go touch grass.",2025-07-04T14:27:08.302Z,2025-07-04T14:27:07.743Z,{},0,0,1,did:plc:6a2okneoqtu2xybeh7lxlcvy,juanderfuljuans.bsky.social,JuanderfulJuans,0,0,0,2023-09-29T21:38:27.724Z,,False,,False,"""[]""",2025-07-04T14:32:58.607541Z,Vrai,"[0.0019710182677954435, 0.9980289340019226]","[{""label"": ""admiration"", ""score"": 0.001353250932879746}, {""label"": ""amusement"", ""score"": 0.0015049378853291273}, {""label"": ""anger"", ""score"": 0.29730546474456787}, {""label"": ""annoyance"", ""score"": 0.540321946144104}, {""label"": ""approval"", ""score"": 0.013194108381867409}, {""label"": ""caring"", ""score"": 0.003037774469703436}, {""label"": ""confusion"", ""score"": 0.0027516428381204605}, {""label"": ""curiosity"", ""score"": 0.0011930559994652867}, {""label"": ""desire"", ""score"": 0.0014947212766855955}, {""label"": ""disappointment"", ""score"": 0.02580300159752369}, {""label"": ""disapproval"", ""score"": 0.19511915743350983}, {""label"": ""disgust"", ""score"": 0.020429564639925957}, {""label"": ""embarrassment"", ""score"": 0.0032677336130291224}, {""label"": ""excitement"", ""score"": 0.0007701123249717057}, {""label"": ""fear"", ""score"": 0.0012137949233874679}, {""label"": ""gratitude"", ""score"": 0.0010357226710766554}, {""label"": ""grief"", ""score"": 0.0004206425801385194}, {""label"": ""joy"", ""score"": 0.0010277045657858253}, {""label"": ""love"", ""score"": 0.0005825301050208509}, {""label"": ""nervousness"", ""score"": 0.0005529767950065434}, {""label"": ""optimism"", ""score"": 0.0032317303121089935}, {""label"": ""pride"", ""score"": 0.0004944370593875647}, {""label"": ""realization"", ""score"": 0.008349676616489887}, {""label"": ""relief"", ""score"": 0.0004248720651958138}, {""label"": ""remorse"", ""score"": 0.0005977078108116984}, {""label"": ""sadness"", ""score"": 0.0035450374707579613}, {""label"": ""surprise"", ""score"": 0.0011080565163865685}, {""label"": ""neutral"", ""score"": 0.1932215392589569}]",annoyance
at://did:plc:7vtygth6i3k5phfobisyhlly/app.bsky.feed.post/3lt5h6wua3k2m,https://bsky.app/profile/boof64.bsky.social/post/3lt5h6wua3k2m,bafyreifff76hzyirt6wrrjtq2l5fkurvwsbgkmhh36dn2cf3m4prck4tze,"Connolly encouraged people to burn hotels full of asylum seekers,in the middle of a riot.After she tweetedsome people tried to do exactly that.She pleaded guilty&is rightly in prison.   Bob Vylan led a political chant against a military org that is involved in genocide. These things are not the same",2025-07-04T14:27:05.333Z,2025-07-04T14:27:09.339Z,"""images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=291418, ref=IpldLink(link='bafkreicgzym7xoudbfiudfmq356ntuwcoyd27hri5jzlbymfggpvdxygwm'), py_type='blob'), aspect_ratio=AspectRatio(height=1401, width=1120, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""",0,0,0,did:plc:7vtygth6i3k5phfobisyhlly,boof64.bsky.social,AnneMc #FBPE 🇺🇦🇺🇦,0,0,0,2024-11-14T17:07:57.221Z,,False,,False,"""[]""",2025-07-04T14:32:58.607666Z,Vrai,"[0.003997921012341976, 0.9960020184516907]","[{""label"": ""admiration"", ""score"": 0.0011850675800815225}, {""label"": ""amusement"", ""score"": 0.001746963826008141}, {""label"": ""anger"", ""score"": 0.01112588495016098}, {""label"": ""annoyance"", ""score"": 0.046299614012241364}, {""label"": ""approval"", ""score"": 0.08313552290201187}, {""label"": ""caring"", ""score"": 0.0020130847115069628}, {""label"": ""confusion"", ""score"": 0.001429106923751533}, {""label"": ""curiosity"", ""score"": 0.0005335791502147913}, {""label"": ""desire"", ""score"": 0.0009795575169846416}, {""label"": ""disappointment"", ""score"": 0.019428661093115807}, {""label"": ""disapproval"", ""score"": 0.058557819575071335}, {""label"": ""disgust"", ""score"": 0.006739184260368347}, {""label"": ""embarrassment"", ""score"": 0.006439661141484976}, {""label"": ""excitement"", ""score"": 0.0005925007280893624}, {""label"": ""fear"", ""score"": 0.002026367699727416}, {""label"": ""gratitude"", ""score"": 0.00028634420596063137}, {""label"": ""grief"", ""score"": 0.001128319650888443}, {""label"": ""joy"", ""score"": 0.001927873701788485}, {""label"": ""love"", ""score"": 0.0007589075248688459}, {""label"": ""nervousness"", ""score"": 0.0009174057049676776}, {""label"": ""optimism"", ""score"": 0.0019455456640571356}, {""label"": ""pride"", ""score"": 0.000837269879411906}, {""label"": ""realization"", ""score"": 0.0550963431596756}, {""label"": ""relief"", ""score"": 0.0013178858207538724}, {""label"": ""remorse"", ""score"": 0.002137236762791872}, {""label"": ""sadness"", ""score"": 0.0187623780220747}, {""label"": ""surprise"", ""score"": 0.000698185758665204}, {""label"": ""neutral"", ""score"": 0.6926527619361877}]",neutral
at://did:plc:iszdqmq7cn6ek6ogqkfdwrtu/app.bsky.feed.post/3lt5h6rvgzs2b,https://bsky.app/profile/zas.bsky.social/post/3lt5h6rvgzs2b,bafyreial6yqaqvyfi5vfgwcyjeb65tvdvz4kksve4yxg6mfod3l3mcuooy,Some bad things are less bad than other things 🤷‍♂️ but ofc I’ll sign onto a categorical indictment of the field of political journalism.,2025-07-04T14:27:00.140Z,2025-07-04T14:27:00.743Z,{},1,0,0,did:plc:iszdqmq7cn6ek6ogqkfdwrtu,zas.bsky.social,Casaubon,0,0,0,2023-04-28T04:40:08.225Z,,False,,False,"""[]""",2025-07-04T14:32:58.607685Z,Vrai,"[0.0056639909744262695, 0.994335949420929]","[{""label"": ""admiration"", ""score"": 0.01436444092541933}, {""label"": ""amusement"", ""score"": 0.001289570820517838}, {""label"": ""anger"", ""score"": 0.002121809870004654}, {""label"": ""annoyance"", ""score"": 0.014672137796878815}, {""label"": ""approval"", ""score"": 0.8396285772323608}, {""label"": ""caring"", ""score"": 0.012359129264950752}, {""label"": ""confusion"", ""score"": 0.0034241224639117718}, {""label"": ""curiosity"", ""score"": 0.002278105588629842}, {""label"": ""desire"", ""score"": 0.006421089172363281}, {""label"": ""disappointment"", ""score"": 0.005756689235568047}, {""label"": ""disapproval"", ""score"": 0.03094671666622162}, {""label"": ""disgust"", ""score"": 0.0021926213521510363}, {""label"": ""embarrassment"", ""score"": 0.0005441922694444656}, {""label"": ""excitement"", ""score"": 0.0010565439006313682}, {""label"": ""fear"", ""score"": 0.0011045766295865178}, {""label"": ""gratitude"", ""score"": 0.002244898583739996}, {""label"": ""grief"", ""score"": 0.00041390908882021904}, {""label"": ""joy"", ""score"": 0.0010019820183515549}, {""label"": ""love"", ""score"": 0.007455991115421057}, {""label"": ""nervousness"", ""score"": 0.0005227260990068316}, {""label"": ""optimism"", ""score"": 0.06555584818124771}, {""label"": ""pride"", ""score"": 0.0011029961751773953}, {""label"": ""realization"", ""score"": 0.029096372425556183}, {""label"": ""relief"", ""score"": 0.0019883522763848305}, {""label"": ""remorse"", ""score"": 0.000932519615162164}, {""label"": ""sadness"", ""score"": 0.002081854036077857}, {""label"": ""surprise"", ""score"": 0.0004408654640428722}, {""label"": ""neutral"", ""score"": 0.15201722085475922}]",approval
at://did:plc:m3yhj3ws4ju44zmcqboa5swm/app.bsky.feed.post/3lt5h6njqdc2b,https://bsky.app/profile/affablebutterfly.bsky.social/post/3lt5h6njqdc2b,bafyreicbdhk2bwnt4m2kmt3oqt45cevyfvc2yehaclb2qhx22cbditeeqa,"We can counter political disinformation by: • Prompt, public fact-checking by trusted, nonpartisan groups • Implementing stronger ethical standards with real consequences • Educating people to critically assess claims, verify sources, & recognize bias  Change won't come unless we demand it.",2025-07-04T14:26:55.562Z,2025-07-04T14:26:55.037Z,{},0,0,0,did:plc:m3yhj3ws4ju44zmcqboa5swm,affablebutterfly.bsky.social,,0,0,0,2025-01-09T18:30:34.244Z,,False,,False,"""[]""",2025-07-04T14:32:58.607701Z,Vrai,"[0.00582826416939497, 0.994171679019928]","[{""label"": ""admiration"", ""score"": 0.0053105526603758335}, {""label"": ""amusement"", ""score"": 0.0008894220809452236}, {""label"": ""anger"", ""score"": 0.0019485079683363438}, {""label"": ""annoyance"", ""score"": 0.013644758611917496}, {""label"": ""approval"", ""score"": 0.3098684847354889}, {""label"": ""caring"", ""score"": 0.0069494955241680145}, {""label"": ""confusion"", ""score"": 0.006491146516054869}, {""label"": ""curiosity"", ""score"": 0.0026346445083618164}, {""label"": ""desire"", ""score"": 0.01692153513431549}, {""label"": ""disappointment"", ""score"": 0.00926063023507595}, {""label"": ""disapproval"", ""score"": 0.033577412366867065}, {""label"": ""disgust"", ""score"": 0.0014294383581727743}, {""label"": ""embarrassment"", ""score"": 0.0005104148294776678}, {""label"": ""excitement"", ""score"": 0.0009989180834963918}, {""label"": ""fear"", ""score"": 0.0008387606358155608}, {""label"": ""gratitude"", ""score"": 0.0005796481855213642}, {""label"": ""grief"", ""score"": 0.00037567506660707295}, {""label"": ""joy"", ""score"": 0.0007458580075763166}, {""label"": ""love"", ""score"": 0.0016347737982869148}, {""label"": ""nervousness"", ""score"": 0.0003878416318912059}, {""label"": ""optimism"", ""score"": 0.2905980944633484}, {""label"": ""pride"", ""score"": 0.0008669228991493583}, {""label"": ""realization"", ""score"": 0.05248074606060982}, {""label"": ""relief"", ""score"": 0.0008491533808410168}, {""label"": ""remorse"", ""score"": 0.0007758685387670994}, {""label"": ""sadness"", ""score"": 0.0013831714168190956}, {""label"": ""surprise"", ""score"": 0.0006827331962995231}, {""label"": ""neutral"", ""score"": 0.5690039396286011}]",neutral
at://did:plc:7jpnapnitr6sxdu3vpf7vki6/app.bsky.feed.post/3lt5h5vgcrs2c,https://bsky.app/profile/alsopharmb.bsky.social/post/3lt5h5vgcrs2c,bafyreihx6dhaulkwfxxopsy6wzmi3oegnysuffa6kuostrnqnayuh5ysga,"Except now the die is cast - he has the bill to find his own SS - any peaceful protest will be crushed and his political rivals will be arrested or worse - once the violence inherent in the system is unmasked, peaceful protest will no longer be enough.",2025-07-04T14:26:30.284Z,2025-07-04T14:26:31.440Z,{},0,0,0,did:plc:7jpnapnitr6sxdu3vpf7vki6,alsopharmb.bsky.social,,0,0,0,2024-12-02T15:17:42.046Z,,False,,False,"""[]""",2025-07-04T14:32:58.607791Z,Vrai,"[0.004173245746642351, 0.995826780796051]","[{""label"": ""admiration"", ""score"": 0.0005903583951294422}, {""label"": ""amusement"", ""score"": 0.0009504813351668417}, {""label"": ""anger"", ""score"": 0.02856259047985077}, {""label"": ""annoyance"", ""score"": 0.19753485918045044}, {""label"": ""approval"", ""score"": 0.02817142754793167}, {""label"": ""caring"", ""score"": 0.0016757086850702763}, {""label"": ""confusion"", ""score"": 0.004271462094038725}, {""label"": ""curiosity"", ""score"": 0.0010863670613616705}, {""label"": ""desire"", ""score"": 0.0017207430209964514}, {""label"": ""disappointment"", ""score"": 0.10302857309579849}, {""label"": ""disapproval"", ""score"": 0.1170927882194519}, {""label"": ""disgust"", ""score"": 0.023992404341697693}, {""label"": ""embarrassment"", ""score"": 0.0074348836205899715}, {""label"": ""excitement"", ""score"": 0.0004385825013741851}, {""label"": ""fear"", ""score"": 0.00871669314801693}, {""label"": ""gratitude"", ""score"": 0.0003226382250431925}, {""label"": ""grief"", ""score"": 0.0010370806558057666}, {""label"": ""joy"", ""score"": 0.0006782722775824368}, {""label"": ""love"", ""score"": 0.0004439472686499357}, {""label"": ""nervousness"", ""score"": 0.0015252233715727925}, {""label"": ""optimism"", ""score"": 0.008124909363687038}, {""label"": ""pride"", ""score"": 0.0003934180422220379}, {""label"": ""realization"", ""score"": 0.03360332176089287}, {""label"": ""relief"", ""score"": 0.0008319152984768152}, {""label"": ""remorse"", ""score"": 0.0010930850403383374}, {""label"": ""sadness"", ""score"": 0.018366839736700058}, {""label"": ""surprise"", ""score"": 0.0010782573372125626}, {""label"": ""neutral"", ""score"": 0.4920543134212494}]",neutral
at://did:plc:tpc42zt2y25vzh4a2djx5tvo/app.bsky.feed.post/3lt5h5qmlqo2l,https://bsky.app/profile/newshoundai.bsky.social/post/3lt5h5qmlqo2l,bafyreihx3yqaf2mstzmgq74f5qkaanbofn7hu2otepahkoh2oqv6cgwoca,"The situation escalated when incidents occurred involving workers from Maharashtra Navnirman Sena (MNS) allegedly assaulting individuals who were unaware of Marathi being mandatory. In response to these events, political figures emphasized the importance of respecting local languages and",2025-07-04T14:26:25.081273+00:00,2025-07-04T14:26:25.636Z,{},0,0,1,did:plc:tpc42zt2y25vzh4a2djx5tvo,newshoundai.bsky.social,NewshoundAI,0,0,0,2025-01-01T22:49:22.944Z,,False,,False,"""[]""",2025-07-04T14:32:58.607807Z,Vrai,"[0.0016720193671062589, 0.9983280301094055]","[{""label"": ""admiration"", ""score"": 0.0018119669985026121}, {""label"": ""amusement"", ""score"": 0.0015909274807199836}, {""label"": ""anger"", ""score"": 0.007984768599271774}, {""label"": ""annoyance"", ""score"": 0.07383376359939575}, {""label"": ""approval"", ""score"": 0.2005404680967331}, {""label"": ""caring"", ""score"": 0.006973780691623688}, {""label"": ""confusion"", ""score"": 0.0008220051531679928}, {""label"": ""curiosity"", ""score"": 0.0004118693177588284}, {""label"": ""desire"", ""score"": 0.0025319652631878853}, {""label"": ""disappointment"", ""score"": 0.023513853549957275}, {""label"": ""disapproval"", ""score"": 0.0052730911411345005}, {""label"": ""disgust"", ""score"": 0.009203167632222176}, {""label"": ""embarrassment"", ""score"": 0.0070481328293681145}, {""label"": ""excitement"", ""score"": 0.0007204015273600817}, {""label"": ""fear"", ""score"": 0.00571400485932827}, {""label"": ""gratitude"", ""score"": 0.00039608762017451227}, {""label"": ""grief"", ""score"": 0.0012008282355964184}, {""label"": ""joy"", ""score"": 0.0013835534919053316}, {""label"": ""love"", ""score"": 0.0009448967757634819}, {""label"": ""nervousness"", ""score"": 0.0031052627600729465}, {""label"": ""optimism"", ""score"": 0.01026720181107521}, {""label"": ""pride"", ""score"": 0.0017040716484189034}, {""label"": ""realization"", ""score"": 0.1680362969636917}, {""label"": ""relief"", ""score"": 0.0032527789007872343}, {""label"": ""remorse"", ""score"": 0.0018705209949985147}, {""label"": ""sadness"", ""score"": 0.013839581049978733}, {""label"": ""surprise"", ""score"": 0.0007684097508899868}, {""label"": ""neutral"", ""score"": 0.5001884698867798}]",neutral
at://did:plc:m4wsjq4ugdnosw3letp6ep5s/app.bsky.feed.post/3lt5h5jmiws2e,https://bsky.app/profile/johnnypunchclock.bsky.social/post/3lt5h5jmiws2e,bafyreihybud3zlnmj7jl5xmfqwqtqjgw7y3up4z4zagigpnafuejwzne7y,"You are increasing your material and political power while ensuring your employees’ power within the same system remains at a steady state or in decline. You are marshaling their labor power to your causes at the expense of theirs. At the very least, you are contributing to exploitation at scale.",2025-07-04T14:26:17.904Z,2025-07-04T14:26:18.340Z,{},0,0,0,did:plc:m4wsjq4ugdnosw3letp6ep5s,johnnypunchclock.bsky.social,Clockwatcher,0,0,0,2023-11-28T13:40:02.556Z,,False,,False,"""[]""",2025-07-04T14:32:58.607914Z,Vrai,"[0.004617928061634302, 0.9953820109367371]","[{""label"": ""admiration"", ""score"": 0.0045144748874008656}, {""label"": ""amusement"", ""score"": 0.0005200924933888018}, {""label"": ""anger"", ""score"": 0.0029937608633190393}, {""label"": ""annoyance"", ""score"": 0.053690433502197266}, {""label"": ""approval"", ""score"": 0.06789218634366989}, {""label"": ""caring"", ""score"": 0.005074567161500454}, {""label"": ""confusion"", ""score"": 0.000901168561540544}, {""label"": ""curiosity"", ""score"": 0.0004523089446593076}, {""label"": ""desire"", ""score"": 0.0013222874840721488}, {""label"": ""disappointment"", ""score"": 0.01938447542488575}, {""label"": ""disapproval"", ""score"": 0.026654353365302086}, {""label"": ""disgust"", ""score"": 0.002960025565698743}, {""label"": ""embarrassment"", ""score"": 0.001088406192138791}, {""label"": ""excitement"", ""score"": 0.0003166155656799674}, {""label"": ""fear"", ""score"": 0.0005619935691356659}, {""label"": ""gratitude"", ""score"": 0.0010635970393195748}, {""label"": ""grief"", ""score"": 0.0004533980682026595}, {""label"": ""joy"", ""score"": 0.0004974398179911077}, {""label"": ""love"", ""score"": 0.00039556462434120476}, {""label"": ""nervousness"", ""score"": 0.00033620776957832277}, {""label"": ""optimism"", ""score"": 0.007121337112039328}, {""label"": ""pride"", ""score"": 0.0006499617593362927}, {""label"": ""realization"", ""score"": 0.03411385789513588}, {""label"": ""relief"", ""score"": 0.0011799128260463476}, {""label"": ""remorse"", ""score"": 0.0006334305508062243}, {""label"": ""sadness"", ""score"": 0.0031556407921016216}, {""label"": ""surprise"", ""score"": 0.00037284730933606625}, {""label"": ""neutral"", ""score"": 0.8005183935165405}]",neutral
at://did:plc:7wzyyhlir6kuuvxygwirp3ug/app.bsky.feed.post/3lt5h5i47222l,https://bsky.app/profile/mikeygow.bsky.social/post/3lt5h5i47222l,bafyreif7i2pydqi5pe6745bpdidtflfqlyczmu2r7vzvbzdepbhsih3lme,"Don’t disagree on this, Dave. As I’ve said multiple times, Starmer needs to start listening.   But he can’t control what the Labour Party stands for. Unless MPs jump ship and we have a narrower political spectrum in Parliament.  As votes on benefits last week show.",2025-07-04T14:26:16.321Z,2025-07-04T14:26:17.242Z,{},0,0,1,did:plc:7wzyyhlir6kuuvxygwirp3ug,mikeygow.bsky.social,Mike Gow 高英智,0,0,0,2024-08-04T23:35:06.673Z,,False,,False,"""[]""",2025-07-04T14:32:58.607930Z,Vrai,"[0.021221254020929337, 0.9787787795066833]","[{""label"": ""admiration"", ""score"": 0.002952852752059698}, {""label"": ""amusement"", ""score"": 0.0007182952831499279}, {""label"": ""anger"", ""score"": 0.004122463054955006}, {""label"": ""annoyance"", ""score"": 0.036716755479574203}, {""label"": ""approval"", ""score"": 0.2429962009191513}, {""label"": ""caring"", ""score"": 0.006207848433405161}, {""label"": ""confusion"", ""score"": 0.004399928729981184}, {""label"": ""curiosity"", ""score"": 0.0010662215063348413}, {""label"": ""desire"", ""score"": 0.0017011896707117558}, {""label"": ""disappointment"", ""score"": 0.00680660642683506}, {""label"": ""disapproval"", ""score"": 0.30961060523986816}, {""label"": ""disgust"", ""score"": 0.0010038281325250864}, {""label"": ""embarrassment"", ""score"": 0.0004120308440178633}, {""label"": ""excitement"", ""score"": 0.0005498301470652223}, {""label"": ""fear"", ""score"": 0.0002965069725178182}, {""label"": ""gratitude"", ""score"": 0.0013016285374760628}, {""label"": ""grief"", ""score"": 0.00021596465376205742}, {""label"": ""joy"", ""score"": 0.0008071154588833451}, {""label"": ""love"", ""score"": 0.001164133078418672}, {""label"": ""nervousness"", ""score"": 0.00025110680144280195}, {""label"": ""optimism"", ""score"": 0.0077898441813886166}, {""label"": ""pride"", ""score"": 0.0004098100180272013}, {""label"": ""realization"", ""score"": 0.02020164579153061}, {""label"": ""relief"", ""score"": 0.0008867473807185888}, {""label"": ""remorse"", ""score"": 0.0003586642851587385}, {""label"": ""sadness"", ""score"": 0.0010940295178443193}, {""label"": ""surprise"", ""score"": 0.0004223785945214331}, {""label"": ""neutral"", ""score"": 0.4671301245689392}]",neutral
